# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles:u'
# Event count (approx.): 2989206917
#
# Overhead  Command    Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
# ........  .........  ....................  ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message2_M11_M21_M34_M45_M67_M84_M96_M99_M103>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M26_M33>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70_M89_M95_M101_M107>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message5_M10_M16_M24_M36_M48_M54_M74_M77_M87_M90::Message5_M10_M16_M24_M36_M48_M54_M74_M77_M87_M90(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message4_M6_M19_M24_M33_M44_M56>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M30_E16_IsValid(int)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a4873
     0.01%  proto_run  libc.so.6             [.] 0x00000000001a6a8d
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_M75::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_M75(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M37_M38::Message9_M5_M11_M23_M34_M37_M38(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message2_M7>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] google::protobuf::RepeatedField<unsigned int>::GrowNoAnnotate(int, int)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M16::Message8_M1_M4_M15_M16(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M1_M14_M40_M46_M66::Message2_M1_M14_M40_M46_M66(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a3f16
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M37_M39::Message9_M5_M11_M23_M34_M37_M39(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M2_M16_M20_M40_M58_M73_M78>(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a4081
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M64>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_E83_IsValid(int)
     0.01%  proto_run  libc.so.6             [.] 0x00000000001a68a8
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M81_M84::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M81_M84(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M24_M36>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M11>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message1_M7_M14_M41_M47_M63_M70_M89_M95_M101_M105_M110_M112>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] std::numeric_limits<unsigned long>::max()
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a43de
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58::Message9_M5_M11_M23_M34_M36_M40_M51_M58(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M9>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message0::Message0(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M7_M14_M23>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M79_M80_M85>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M24_M41_M45_M66>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M20_M46_M56>(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a4458
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_E91_IsValid(int)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a3f12
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message9_M5_M11_M23_M34_M37_M41_M44_M53_M60>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M7_M14_M41_M47_M63::Message1_M7_M14_M41_M47_M63(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a42ac
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message1_M10_M19_M40_M49_M56::Message1_M10_M19_M40_M49_M56(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_E58_IsValid(int)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a3b28
     0.01%  proto_run  libc.so.6             [.] 0x00000000001a6a94
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M6_M12_M24_M43::Message8_M2_M6_M12_M24_M43(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message2_M5_M18_M23_M58_M68_M85_M94_M100_M102>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message0_M2_M16_M20_M31::Message0_M2_M16_M20_M31(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a2a1d
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a42a4
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73::add_f_158(fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_E79)
     0.01%  proto_run  proto_run             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* absl::lts_20240116::log_internal::Check_LEImpl<long, long>(long const&, long const&, char const*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M2_M7>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M5::Message2_M5(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message7_M8_M16_M28_M40_M58>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M3_M10::Message9_M3_M10(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80::Message0_M9_M17_M24_M41_M63_M68_M80(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message1_M6_M16_M38_M50>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M16_M33_M53_M69_M76>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M16>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M24_M41_M55_M71_M79>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message8_M2_M5_M13_M17_M29::Message8_M2_M5_M13_M17_M29(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68::Message0_M9_M17_M24_M41_M63_M68(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a3d7d
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_E57_IsValid(int)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message2_M4_M16_M28_M44_M61_M86_M91_M101_M105>(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a3f47
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message9_M5_M11_M23_M34_M37_M41>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message6_M1_M15_M23_M28_M42_M44_M47>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] google::protobuf::RepeatedField<double>::GrowNoAnnotate(int, int)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message9_M5_M11>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72_M73_E60_IsValid(int)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message2_M5_M18_M23_M58_M62>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message2_M6_E2_IsValid(int)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M81_M83_M88_M90_M91_M92>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message2_M1_M14>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M1_M4_M15_M16_M33_M53_M69>(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a46cd
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a4257
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a4298
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a4450
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a3a06
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80_M86_M91_M95>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [clone .isra.0]
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message1_M13>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message0_M9_M17_M24_M41_M63_M68_M80_M86_M91_M96_M99_M100_M102_M103_M104_M105_M106_M107>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M2>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message9_M5_M11_M23_M34_M36_M40_M51_M58_M59_M63_M65_M67_M69_M70_M71_M72>(google::protobuf::Arena*)
     0.01%  proto_run  libc.so.6             [.] 0x00000000001a69c4
     0.01%  proto_run  libc.so.6             [.] 0x00000000000a3eb6
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message8_M2_M6_M12_M22_M41_M59>(google::protobuf::Arena*)
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message8_M1_M4_M15_M23_M40_M48_M73_M75_M81_M83_M88_M90_M91_M92_M93_E47_IsValid(int)
     0.01%  proto_run  proto_run             [.] void* google::protobuf::Arena::DefaultConstruct<fleetbench::proto::Message2_M1_M14_M27_M57>(google::protobuf::Arena*)
     0.01%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000000c151
     0.01%  proto_run  proto_run             [.] google::protobuf::FieldDescriptorProto::New(google::protobuf::Arena*) const
     0.01%  proto_run  proto_run             [.] google::protobuf::internal::ArenaStringPtr::Get[abi:cxx11]() const
     0.01%  proto_run  proto_run             [.] std::_Vector_base<google::protobuf::EncodedDescriptorDatabase::DescriptorIndex::EncodedEntry, std::allocator<google::protobuf::EncodedDescriptorDatabase::DescriptorIndex::EncodedEntry> >::_Vector_impl::_Vector_impl()
     0.01%  proto_run  proto_run             [.] std::pair<std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<google::protobuf::Descriptor::WellKnownType const&> > absl::lts_20240116::container_internal::PairArgs<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, google::protobuf::Descriptor::WellKnownType const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, google::protobuf::Descriptor::WellKnownType const&)
     0.01%  proto_run  libc.so.6             [.] __cxa_atexit
     0.01%  proto_run  ld-linux-x86-64.so.2  [.] 0x00000000000279d0
     0.01%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000001133d
     0.01%  proto_run  ld-linux-x86-64.so.2  [.] 0x0000000000011429
     0.01%  proto_run  proto_run             [.] fleetbench::proto::Message6_M4_M6_M18_M29_M41_M46_M48_M51_M56_M58_M60_M62DefaultTypeInternal::~Message6_M4_M6_M18_M29_M41_M46_M48_M51_M56_M58_M60_M62DefaultTypeInternal()
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x0000000000011339
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000000b7aa
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000000c14e
     0.00%  taskset    ld-linux-x86-64.so.2  [.] 0x0000000000011429
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000000c14b
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000000b7d1
     0.00%  taskset    ld-linux-x86-64.so.2  [.] 0x0000000000022332
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000000d6dc
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000000b72a
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x000000000002a83b
     0.00%  taskset    ld-linux-x86-64.so.2  [.] 0x0000000000018d2a
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x0000000000018d2a
     0.00%  proto_run  ld-linux-x86-64.so.2  [.] 0x0000000000018f62
